368,val36800
369,val36900
370,val37000
371,val37100
372,val37200
373,val37300
374,val37400
375,val37500
376,val37600
377,val37700
378,val37800
379,val37900
380,val38000
381,val38100
382,val38200
383,val38300
384,val38400
385,val38500
386,val38600
387,val38700
388,val38800
389,val38900
390,val39000
391,val39100
392,val39200
393,val39300
394,val39400
395,val39500
396,val39600
397,val39700
398,val39800
399,val39900
400,val40000
401,val40100
402,val40200
403,val40300
404,val40400
405,val40500
406,val40600
407,val40700
408,val40800
409,val40900
410,val41000
411,val41100
412,val41200
413,val41300
414,val41400
415,val41500
416,val41600
417,val41700
418,val41800
419,val41900
420,val42000
421,val42100
422,val42200
423,val42300
424,val42400
425,val42500
426,val42600
427,val42700
428,val42800
429,val42900
430,val43000
431,val43100
432,val43200
433,val43300
434,val43400
435,val43500
436,val43600
437,val43700
438,val43800
439,val43900
440,val44000
441,val44100
442,val44200
443,val44300
444,val44400
445,val44500
446,val44600
447,val44700
448,val44800
449,val44900
450,val45000
451,val45100
452,val45200
453,val45300
454,val45400
455,val45500
456,val45600
457,val45700
458,val45800
459,val45900
460,val46000
461,val46100
462,val46200
463,val46300
464,val46400
465,val46500
466,val46600
467,val46700
468,val46800
469,val46900
470,val47000
471,val47100
472,val47200
473,val47300
474,val47400
475,val47500
476,val47600
477,val47700
478,val47800
479,val47900
480,val48000
481,val48100
482,val48200
483,val48300
484,val48400
485,val48500
486,val48600
487,val48700
488,val48800
489,val48900
490,val49000
491,val49100
492,val49200
493,val49300
494,val49400
495,val49500
496,val49600
497,val49700
498,val49800
499,val49900
500,val50000
501,val50100
502,val50200
503,val50300
504,val50400
505,val50500
506,val50600
507,val50700
508,val50800
509,val50900
510,val51000
511,val51100
512,val51200
513,val51300
514,val51400
515,val51500
516,val51600
517,val51700
518,val51800
519,val51900
520,val52000
521,val52100
522,val52200
523,val52300
524,val52400
525,val52500
526,val52600
527,val52700
528,val52800
529,val52900
530,val53000
531,val53100
532,val53200
533,val53300
534,val53400
535,val53500
536,val53600
537,val53700
538,val53800
539,val53900
540,val54000
541,val54100
542,val54200
543,val54300
544,val54400
545,val54500
546,val54600
547,val54700
548,val54800
549,val54900
550,val55000
551,val55100
552,val55200
553,val55300
554,val55400
555,val55500
556,val55600
557,val55700
558,val55800
559,val55900
560,val56000
561,val56100
562,val56200
563,val56300
564,val56400
565,val56500
566,val56600
567,val56700
568,val56800
569,val56900
570,val57000
571,val57100
572,val57200
573,val57300
574,val57400
575,val57500
576,val57600
577,val57700
578,val57800
579,val57900
580,val58000
581,val58100
582,val58200
583,val58300
584,val58400
585,val58500
586,val58600
587,val58700
588,val58800
589,val58900
590,val59000
591,val59100
592,val59200
593,val59300
594,val59400
595,val59500
596,val59600
597,val59700
598,val59800
599,val59900
600,val60000
601,val60100
602,val60200
603,val60300
604,val60400
605,val60500
606,val60600
607,val60700
608,val60800
609,val60900
610,val61000
611,val61100
612,val61200
613,val61300
614,val61400
615,val61500
616,val61600
617,val61700
618,val61800
619,val61900
620,val62000
621,val62100
622,val62200
623,val62300
624,val62400
625,val62500
626,val62600
627,val62700
628,val62800
629,val62900
630,val63000
631,val63100
632,val63200
633,val63300
634,val63400
635,val63500
636,val63600
637,val63700
638,val63800
639,val63900
640,val64000
641,val64100
642,val64200
643,val64300
644,val64400
645,val64500
646,val64600
647,val64700
648,val64800
649,val64900
650,val65000
651,val65100
652,val65200
653,val65300
654,val65400
655,val65500
656,val65600
657,val65700
658,val65800
659,val65900
660,val66000
661,val66100
662,val66200
663,val66300
664,val66400
665,val66500
666,val66600
667,val66700
668,val66800
669,val66900
670,val67000
671,val67100
672,val67200
673,val67300
674,val67400
675,val67500
676,val67600
677,val67700
678,val67800
679,val67900
680,val68000
681,val68100
682,val68200
683,val68300
684,val68400
685,val68500
686,val68600
687,val68700
688,val68800
689,val68900
690,val69000
691,val69100
692,val69200
693,val69300
694,val69400
695,val69500
696,val69600
697,val69700
698,val69800
699,val69900
700,val70000
701,val70100
702,val70200
703,val70300
704,val70400
705,val70500
706,val70600
707,val70700
708,val70800
709,val70900
710,val71000
711,val71100
712,val71200
713,val71300
714,val71400
715,val71500
716,val71600
717,val71700
718,val71800
719,val71900
720,val72000
721,val72100
722,val72200
723,val72300
724,val72400
725,val72500
726,val72600
727,val72700
728,val72800
729,val72900
730,val73000
731,val73100
732,val73200
733,val73300
734,val73400
735,val73500
736,val73600
737,val73700
738,val73800
739,val73900
740,val74000
741,val74100
742,val74200
743,val74300
744,val74400
745,val74500
746,val74600
747,val74700
748,val74800
749,val74900
750,val75000
751,val75100
752,val75200
753,val75300
754,val75400
755,val75500
756,val75600
757,val75700
758,val75800
759,val75900
760,val76000
761,val76100
762,val76200
763,val76300
764,val76400
765,val76500
766,val76600
767,val76700
768,val76800
769,val76900
770,val77000
771,val77100
772,val77200
773,val77300
774,val77400
775,val77500
776,val77600
777,val77700
778,val77800
779,val77900
780,val78000
781,val78100
782,val78200
783,val78300
784,val78400
785,val78500
786,val78600
787,val78700
788,val78800
789,val78900
790,val79000
791,val79100
792,val79200
793,val79300
794,val79400
795,val79500
796,val79600
797,val79700
798,val79800
799,val79900
800,val80000
801,val80100
802,val80200
803,val80300
804,val80400
805,val80500
806,val80600
807,val80700
808,val80800
809,val80900
810,val81000
811,val81100
812,val81200
813,val81300
814,val81400
815,val81500
816,val81600
817,val81700
818,val81800
819,val81900
820,val82000
821,val82100
822,val82200
823,val82300
824,val82400
825,val82500
826,val82600
827,val82700
828,val82800
829,val82900
830,val83000
831,val83100
832,val83200
833,val83300
834,val83400
835,val83500
836,val83600
837,val83700
838,val83800
839,val83900
840,val84000
841,val84100
842,val84200
843,val84300
844,val84400
845,val84500
846,val84600
847,val84700
848,val84800
849,val84900
850,val85000
851,val85100
852,val85200
853,val85300
854,val85400
855,val85500
856,val85600
857,val85700
858,val85800
859,val85900
860,val86000
861,val86100
862,val86200
863,val86300
864,val86400
865,val86500
866,val86600
867,val86700
868,val86800
869,val86900
870,val87000
871,val87100
872,val87200
873,val87300
874,val87400
875,val87500
876,val87600
877,val87700
878,val87800
879,val87900
880,val88000
881,val88100
882,val88200
883,val88300
884,val88400
885,val88500
886,val88600
887,val88700
888,val88800
889,val88900
890,val89000
891,val89100
892,val89200
893,val89300
894,val89400
895,val89500
896,val89600
897,val89700
898,val89800
899,val89900
900,val90000
901,val90100
902,val90200
903,val90300
904,val90400
905,val90500
906,val90600
907,val90700
908,val90800
909,val90900
910,val91000
911,val91100
912,val91200
913,val91300
914,val91400
915,val91500
916,val91600
917,val91700
918,val91800
919,val91900
920,val92000
921,val92100
922,val92200
923,val92300
924,val92400
925,val92500
926,val92600
927,val92700
928,val92800
929,val92900
930,val93000
931,val93100
932,val93200
933,val93300
934,val93400
935,val93500
936,val93600
937,val93700
938,val93800
939,val93900
940,val94000
941,val94100
942,val94200
943,val94300
944,val94400
945,val94500
946,val94600
947,val94700
948,val94800
949,val94900
950,val95000
951,val95100
952,val95200
953,val95300
954,val95400
955,val95500
956,val95600
957,val95700
958,val95800
959,val95900
960,val96000
961,val96100
962,val96200
963,val96300
964,val96400
965,val96500
966,val96600
967,val96700
968,val96800
969,val96900
970,val97000
971,val97100
972,val97200
973,val97300
974,val97400
975,val97500
976,val97600
977,val97700
978,val97800
979,val97900
980,val98000
981,val98100
982,val98200
983,val98300
984,val98400
985,val98500
986,val98600
987,val98700
988,val98800
989,val98900
990,val99000
991,val99100
992,val99200
993,val99300
994,val99400
995,val99500
996,val99600
997,val99700
998,val99800
999,val99900
1000,val100000
